"19550389","创业公司,创业者,创业","https://www.zhihu.com/question/19550389","第一次创业的人通常都有哪些能力缺陷？","<div class=""QuestionHeader-detail"" data-reactid=""88""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""89""><div data-reactid=""90""><span class=""RichText"" itemprop=""text"" data-reactid=""91"">如何避免这些缺陷，或者这样问，面对这所有的缺陷，该如何去快速的应对，，和解决，主要是解决</span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""92""><!-- react-text: 93 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""94""><title data-reactid=""95""></title><g data-reactid=""96""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","187","121","9417","588123","27/11/2017 11:53:22",
"19551132","星座（占星）,占星,塔罗牌,神秘主义","https://www.zhihu.com/question/19551132","占星术有科学依据吗？","<div class=""QuestionHeader-detail"" data-reactid=""94""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""95""><div data-reactid=""96""><span class=""RichText"" itemprop=""text"" data-reactid=""97"">星座占星术（ASTROLOGY）的理论依据是什么？结论是如何被得出的？影响结果的参考系数具体有哪些？星座的结论究竟是有现实指导效果的，还是仅仅是有宽慰效果的？作为一个刚学会使用星盘的星座控。我迫切地想了解细节。</span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""98""><!-- react-text: 99 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""100""><title data-reactid=""101""></title><g data-reactid=""102""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","303","127","4561","695722","26/10/2017 09:26:16",
"19551144","生活,酒,人类,调查类问题","https://www.zhihu.com/question/19551144","人为什么爱喝酒？","<div class=""QuestionHeader-detail"" data-reactid=""94""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""95""><div data-reactid=""96""><span data-reactid=""97""></span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""98""><!-- react-text: 99 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""100""><title data-reactid=""101""></title><g data-reactid=""102""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","159","127","613","153292","27/11/2017 11:53:36",
"19551336","知乎用户,X 是谁,张亮（人物、知乎用户）","https://www.zhihu.com/question/19551336","张亮是谁？","<div class=""QuestionHeader-detail"" data-reactid=""88""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""89""><div data-reactid=""90""><span class=""RichText"" itemprop=""text"" data-reactid=""91"">说的是这位用户：<a href=""http://zhihu.com/people/imike"" class=""internal""><span class=""invisible"">http://</span><span class=""visible"">zhihu.com/people/imike</span><span class=""invisible""></span></a></span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""92""><!-- react-text: 93 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""94""><title data-reactid=""95""></title><g data-reactid=""96""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","17","121","404","59123","27/11/2017 14:33:32",
"19551918","情感,交友,搭讪,恋爱","https://www.zhihu.com/question/19551918","在「公共场合」见到漂亮的「陌生」女孩，怎样能够「成功」地让她愿意和你约会？","<div class=""QuestionHeader-detail"" data-reactid=""94""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""95""><div data-reactid=""96""><span data-reactid=""97""></span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""98""><!-- react-text: 99 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""100""><title data-reactid=""101""></title><g data-reactid=""102""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","69","127","4574","377551","27/11/2017 15:03:24",
"19552121","创业者,创业","https://www.zhihu.com/question/19552121","创业者最容易犯哪些错误？","<div class=""QuestionHeader-detail"" data-reactid=""82""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""83""><div data-reactid=""84""><span class=""RichText"" itemprop=""text"" data-reactid=""85"">王兴 和汪华的答案</span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""86""><!-- react-text: 87 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""88""><title data-reactid=""89""></title><g data-reactid=""90""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","68","115","3330","82004","27/11/2017 10:05:07",
"19552194","编程语言,Ruby,Python,TIOBE","https://www.zhihu.com/question/19552194","Ruby 和 Python 相比有什么优势和缺陷？","<div class=""QuestionHeader-detail"" data-reactid=""94""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""95""><div data-reactid=""96""><span data-reactid=""97""></span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""98""><!-- react-text: 99 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""100""><title data-reactid=""101""></title><g data-reactid=""102""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","72","127","2435","800355","27/11/2017 14:54:16",
"19552705","风险投资（VC）,饭否","https://www.zhihu.com/question/19552705","为什么饭否网值得投资？","<div class=""QuestionHeader-detail"" data-reactid=""82""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""83""><div data-reactid=""84""><span class=""RichText"" itemprop=""text"" data-reactid=""85"">失而复得的饭否网获得了松禾资本千万级的投资，投的是它的什么优势？ </span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""86""><!-- react-text: 87 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""88""><title data-reactid=""89""></title><g data-reactid=""90""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","39","115","312","15151","27/11/2017 14:44:29",
"19553474","游戏,如何成为 X,职业生涯,游戏制作人","https://www.zhihu.com/question/19553474","游戏制作人的主要工作是什么？如何成为一名游戏制作人？","<div class=""QuestionHeader-detail"" data-reactid=""94""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""95""><div data-reactid=""96""><span class=""RichText"" itemprop=""text"" data-reactid=""97"">需要具备什么样的技能？</span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""98""><!-- react-text: 99 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""100""><title data-reactid=""101""></title><g data-reactid=""102""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","14","127","455","60657","27/11/2017 11:59:12",
"19553750","亚马逊 (Amazon.com),电子商务公司,电子商务,京东,亚马逊中国","https://www.zhihu.com/question/19553750","京东商城与亚马逊中国，哪一个更接近亚马逊美国？","<div class=""QuestionHeader-detail"" data-reactid=""100""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""101""><div data-reactid=""102""><span data-reactid=""103""></span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""104""><!-- react-text: 105 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""106""><title data-reactid=""107""></title><g data-reactid=""108""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","86","133","2532","568479","27/11/2017 10:07:06",
